-0.0295954, 0.0181639, 0.999397
-0.030007, -0.0110077, 0.999489
-0.030007, -0.0110077, 0.999489
-0.0473127, -0.0101776, 0.998828
-0.0694596, -0.00408188, 0.997576
-0.0694596, -0.00408188, 0.997576
-0.0600419, -0.0192186, 0.998011
-0.0557313, -0.0331696, 0.997895
-0.0444061, -0.0273304, 0.99864
-0.0375823, -0.0220971, 0.999049
-0.0290619, -0.0253693, 0.999256
-0.0110481, -0.0302418, 0.999482
-0.0139113, -0.0311248, 0.999419
-0.00689348, -0.0316704, 0.999475
-0.00776119, -0.0266181, 0.999616
-0.0022981, -0.0285241, 0.99959
0.0131116, -0.0315802, 0.999415
0.0206611, -0.0382202, 0.999056
0.0225526, -0.0303023, 0.999286
0.00757209, -0.0264612, 0.999621
0.00666866, -0.0266829, 0.999622
0.0158203, -0.0302098, 0.999418
0.00721589, -0.020575, 0.999762
0.0246523, -0.0188291, 0.999519
0.0240957, -0.0173396, 0.999559
0.0277809, -0.0257041, 0.999283
0.0293139, -0.0201684, 0.999367
0.0306431, -0.0157928, 0.999406
0.0265187, -0.0142373, 0.999547
0.0278803, -0.0171345, 0.999464
0.0275501, -0.019762, 0.999425
0.025355, -0.0213292, 0.999451
0.0242151, -0.0039319, 0.999699
0.0242747, -0.0290987, 0.999282
0.0477457, -0.0494145, 0.997636
0.0494741, -0.0480212, 0.99762
0.0375843, -0.0368827, 0.998613
0.0525851, -0.0311439, 0.998131
0.0553299, -0.0215298, 0.998236
0.0556293, -0.023734, 0.998169
0.0248845, -0.0266322, 0.999336
0.036772, -0.0291553, 0.998898
0.0279273, -0.0361396, 0.998957
0.00107942, -0.013443, 0.999909
0.0193321, -0.0183673, 0.999644
0.038961, -0.0459995, 0.998181
0.0348739, -0.0454945, 0.998356
0.0203587, -0.0373066, 0.999097
0.0226991, -0.0362327, 0.999086
0.0308489, -0.0340616, 0.998944
0.0306344, -0.0399998, 0.99873
0.0272628, -0.0394757, 0.998849
0.0288003, -0.0401634, 0.998778
0.02856, -0.039993, 0.998792
0.0267231, -0.0399306, 0.998845
0.030551, -0.0279811, 0.999142
0.0484067, -0.0286657, 0.998416
0.020644, -0.0200928, 0.999585
0.0262487, -0.00480083, 0.999644
0.0117657, -0.0292416, 0.999503
-0.00263176, -0.0177761, 0.999839
0.00807171, -0.0162392, 0.999836
0.0118484, -0.0244734, 0.99963
0.00228883, -0.0330881, 0.99945
0.0251466, -0.0309154, 0.999206
0.0251466, -0.0309154, 0.999206
0.0204614, -0.0171126, 0.999644
0.0113142, -0.0278323, 0.999549
0.030692, -0.0338851, 0.998954
0.0238773, -0.0249992, 0.999402
0.0220423, -0.0382984, 0.999023
0.0324865, -0.0340885, 0.998891
0.0207552, -0.0362301, 0.999128
0.0114096, -0.0373355, 0.999238
0.00119584, -0.014077, 0.9999
-0.00635625, -0.0145846, 0.999873
0.00559987, -0.0235415, 0.999707
0.00484779, -0.0236542, 0.999708
0.00677568, -0.0353907, 0.999351
0.0277841, -0.0329528, 0.999071
0.0147298, -0.0229684, 0.999628
0.0113248, -0.0240197, 0.999647
0.0138123, -0.0150742, 0.999791
0.0224363, -0.0516143, 0.998415
0.00596455, -0.0205087, 0.999772
0.0445357, -0.0239802, 0.99872
0.0180809, -0.0265936, 0.999483
0.0449571, -0.0281256, 0.998593
0.0105158, -0.0239215, 0.999659
0.033048, -0.0326121, 0.998922
0.0165342, -0.0169882, 0.999719
0.0151703, -0.0267947, 0.999526
0.0199862, -0.0285158, 0.999394
0.0130362, -0.0341177, 0.999333
0.0124035, -0.0297878, 0.999479
0.0173656, -0.0308869, 0.999372
0.0188057, -0.0328606, 0.999283
0.0188057, -0.0328606, 0.999283
0.0306742, -0.0327858, 0.998992
0.00886257, -0.0189328, 0.999781
0.0157423, -0.0253224, 0.999555
0.0157423, -0.0253224, 0.999555
0.0212586, -0.0358834, 0.99913
5.16239e-05, -0.0254645, 0.999676
0.00502932, -0.0200953, 0.999785
0.0149607, -0.0293672, 0.999457
0.0198052, -0.0280464, 0.99941
0.02051, -0.0465323, 0.998706
0.0202566, -0.0123828, 0.999718
0.0182243, -0.0335194, 0.999272
-0.00316211, -0.0592336, 0.998239
0.0202697, -0.0672731, 0.997529
0.0133101, -0.061338, 0.998028
0.0232284, -0.056705, 0.998121
0.0206057, -0.0595475, 0.998013
0.00622152, -0.0410226, 0.999139
0.0083498, -0.0520145, 0.998611
0.00170609, -0.0549919, 0.998485
0.000937153, -0.0552485, 0.998472
-0.00621191, -0.0490649, 0.998776
-0.00621191, -0.0490649, 0.998776
-0.0271183, -0.0446042, 0.998637
-0.0240925, -0.048825, 0.998517
-0.0354764, -0.0308816, 0.998893
-0.0585665, 0.00255402, 0.99828
-0.0585665, 0.00255402, 0.99828
